lead_time,no_of_special_requests,avg_price_per_room,arrival_month,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,type_of_meal_plan,room_type_reserved,booking_status
55,0,254.5916697112163,6,12,4,1,1,0,4,0
8,0,126.78048537800977,2,6,4,3,0,0,0,0
104,0,139.2942501345927,7,16,4,4,1,0,3,0
41,0,198.31523311352166,4,15,4,2,1,0,5,0
158,0,133.7836669978879,9,29,4,2,1,0,3,0
30,0,110.71304853495118,5,8,4,2,0,0,0,0
7,0,128.6277852855945,9,18,4,1,0,2,0,0
95,0,101.40144087698384,4,27,4,4,1,1,0,0
39,0,71.35867709754868,11,11,4,10,4,3,0,0
100,0,102.78139992717914,11,26,4,3,0,0,0,0
51,0,90.9,3,29,4,1,0,0,0,0
5,0,97.87146769854287,6,14,2,2,0,0,0,0
266,0,103.37904592229745,8,7,4,1,1,0,0,0
153,0,112.04079132047748,9,3,4,1,1,0,0,0
171,0,126.9,9,16,4,1,1,0,0,0
143,0,85.5,8,26,4,2,2,3,0,0
103,0,80.73031364630206,4,4,4,2,0,0,0,0
15,0,109.04847462288824,5,31,4,3,0,2,0,0
18,0,116.6790636540793,9,2,4,0,1,3,0,0
116,0,125.55719577136989,9,27,4,2,1,0,1,0
102,0,126.9,5,8,4,1,0,0,0,0
71,0,87.20687404686421,10,18,3,2,2,1,0,0
139,0,143.73042590578874,9,20,4,4,1,0,3,0
51,0,132.7756477577577,7,8,4,2,0,0,0,0
130,0,129.9617321402244,9,9,4,2,0,0,0,0
26,0,117.77223857837319,7,19,3,0,0,0,0,0
1,0,98.0,8,9,4,1,0,0,0,0
58,0,159.46576756810862,4,18,4,1,0,0,3,0
210,1,121.35874297349524,9,20,4,2,2,0,2,0
55,1,139.5,10,12,4,2,0,0,3,0
256,0,109.33300763305225,7,15,3,1,0,0,0,0
105,0,75.56034942905862,5,6,3,1,0,0,0,0
34,0,71.48574013018118,2,9,4,1,0,0,0,0
234,0,105.43828320550996,9,14,3,3,1,0,1,0
30,0,149.4,8,25,4,1,0,0,3,0
220,0,156.1008179876712,8,16,3,1,2,0,0,0
139,1,80.92612113617862,11,13,4,1,0,2,0,0
87,0,187.47086582714633,5,15,4,8,3,0,4,0
46,0,125.41036569068784,9,6,4,2,0,0,2,0
57,0,78.76207973007958,5,20,4,2,1,2,0,0
3,0,79.0460396312826,8,17,2,5,1,0,0,0
152,0,122.49433555803923,7,8,4,5,1,0,0,0
115,0,104.22060494026181,10,26,4,1,0,0,3,0
35,0,165.35349209533405,7,16,4,1,0,0,0,0
206,2,105.45980396482409,9,26,4,3,1,0,0,0
39,0,67.5,2,14,4,1,1,3,0,0
126,0,159.3,6,5,4,2,0,0,3,0
199,0,139.93403758652332,10,16,4,2,0,0,3,0
100,0,224.1796430541262,10,22,4,4,2,1,5,0
256,0,112.96624172594879,6,15,4,2,0,1,0,0
109,0,80.38609996461555,6,27,4,2,1,3,0,0
56,0,74.8,11,14,4,4,2,3,0,0
54,0,73.27909346496854,2,26,4,1,1,2,0,0
38,0,111.83,8,28,4,2,1,0,0,0
68,0,120.27710802917831,6,12,4,4,2,0,0,0
1,0,104.56104360551404,6,16,4,0,0,0,0,0
58,0,109.24647149965071,6,11,4,2,1,0,0,0
304,0,110.37648147076219,8,30,4,1,0,0,0,0
130,0,83.00457776950469,11,12,4,2,1,3,0,0
152,1,79.77420291169462,10,26,4,1,0,3,0,0
3,0,79.49702289037954,8,19,2,4,2,0,0,0
34,0,67.5,2,9,4,4,0,3,0,0
192,0,119.99796210277243,6,20,4,2,1,0,0,0
12,0,126.0,4,7,4,2,0,0,3,0
84,0,77.1022447513402,7,24,4,2,1,0,0,0
137,1,96.39515243456333,7,2,4,2,1,0,0,0
14,0,105.0,7,21,2,2,0,0,0,0
79,1,76.143832323846,7,16,4,2,0,0,0,0
228,1,119.35874971476866,8,16,4,2,0,0,0,0
23,0,128.49,5,21,4,4,2,0,1,0
141,0,72.71975010513772,4,6,3,2,1,0,0,0
176,0,277.81082103588324,8,18,3,2,0,0,0,0
36,0,131.69798558940508,9,25,4,0,1,0,0,0
7,1,138.10828375405384,10,16,4,4,1,3,0,0
152,0,121.5687650107633,5,28,4,1,2,0,3,0
178,0,108.53087106204185,8,2,4,2,0,0,0,0
22,1,138.312173143097,9,15,4,2,0,3,0,0
72,0,78.50699758846646,11,18,4,2,0,3,0,0
27,0,85.2028341330367,9,9,3,1,2,0,0,0
96,0,146.7,6,29,4,3,0,0,3,0
155,1,84.75372255391547,10,25,4,2,2,0,0,0
214,0,103.82100529169992,10,7,4,2,1,0,0,0
282,0,82.72676465923546,12,29,4,3,1,0,0,0
156,1,116.03649885239045,6,5,4,4,1,0,1,0
182,0,77.466542347075,6,1,3,3,0,0,0,0
40,0,75.82614839867978,9,19,3,1,0,0,0,0
103,0,125.31778393880774,5,6,4,3,0,0,2,0
135,0,105.3,5,5,4,2,0,0,0,0
1,0,133.39209266471383,9,5,4,1,0,1,0,0
36,0,86.66635660191754,1,27,4,1,0,0,2,0
36,0,105.4916377497028,4,11,4,0,1,0,0,0
311,0,77.92745250205351,11,23,4,5,1,0,0,0
222,0,85.55759271681777,9,30,4,6,2,2,0,0
257,0,101.5,7,1,3,2,0,1,0,0
110,1,199.87229657370108,10,23,4,3,2,0,5,0
99,0,150.20177544226019,7,24,4,4,0,0,3,0
128,0,115.9726697553562,5,10,4,1,0,2,0,0
22,0,91.0,2,11,4,2,0,0,0,0
68,0,111.75577195590756,6,26,4,2,1,0,0,0
56,0,117.99394505430078,5,7,4,3,0,0,0,0
79,1,88.02767693106209,11,25,4,2,0,2,0,0
154,1,147.30209837663338,12,29,4,2,1,0,3,0
158,0,94.5,8,4,4,1,0,3,0,0
35,0,110.3573255070231,8,29,4,3,0,0,0,0
79,1,93.07756063673858,11,12,4,1,1,0,0,0
52,0,126.89041645697209,5,11,4,2,0,0,0,0
125,0,68.55096288453437,7,18,3,1,0,0,0,0
83,0,162.35283088144726,6,26,4,1,1,0,3,0
50,0,168.3,8,18,4,3,1,0,3,0
211,0,84.13575820029081,9,8,3,3,1,1,0,0
7,0,151.44554665205803,7,5,4,1,1,0,0,0
54,0,101.36781613012336,8,9,2,1,0,1,0,0
124,0,53.75343858871067,4,27,3,2,2,0,0,0
171,0,137.7,7,23,4,1,0,0,0,0
44,0,108.94971807104442,6,18,4,1,1,0,1,0
179,0,112.5,7,24,4,1,0,0,0,0
5,0,106.78540003490313,2,11,4,7,3,0,2,0
158,1,130.20339278648,8,28,4,2,1,0,3,0
121,0,76.5464242157459,11,25,4,5,2,1,1,0
126,1,140.6018311080685,8,29,4,2,0,0,3,0
230,0,86.48895037956217,9,3,4,1,0,2,0,0
72,0,70.13958862145321,3,16,4,2,1,1,0,0
43,0,149.31522717633953,8,25,4,1,2,0,2,0
4,0,83.93815118668594,3,14,3,1,1,2,0,0
163,0,99.77806101764918,5,3,3,2,1,0,0,0
243,1,67.5,11,11,4,1,1,3,0,0
148,0,80.68230164032045,8,28,4,2,2,0,0,0
92,0,65.57581165965632,9,3,4,10,2,0,0,0
357,0,91.57274077926331,10,20,4,3,2,0,1,0
221,0,88.05018266967029,8,10,4,2,0,0,0,0
120,0,121.92900745464213,6,9,3,1,0,0,0,0
125,1,78.23818064187336,9,5,4,1,0,1,0,0
5,0,122.33590819454164,6,27,4,1,0,3,0,0
80,1,148.73815582805312,8,8,4,2,0,0,3,0
40,0,76.06372254385639,8,19,3,2,0,0,0,0
108,0,130.0,7,9,3,2,0,0,0,0
57,0,168.3,8,20,4,1,0,0,3,0
162,0,119.72050140255939,5,20,4,1,1,0,0,0
174,0,106.3925741394832,8,2,4,3,0,0,0,0
227,0,107.11730191035828,10,14,4,4,2,0,0,0
39,0,116.1,3,6,4,3,1,0,0,0
187,1,87.51446396147574,7,6,4,2,0,0,0,0
22,0,142.5191867911637,6,29,4,2,0,0,3,0
237,0,95.74661466654626,11,28,4,4,1,0,0,0
150,0,89.68391804768143,7,11,4,5,1,3,0,0
156,0,102.84646111165911,7,11,4,1,0,1,0,0
145,0,139.47998606443514,8,16,4,4,2,0,3,0
36,0,71.1,3,10,4,1,0,0,0,0
185,1,90.95,7,8,4,4,0,0,0,0
58,0,93.6,11,18,4,2,0,0,0,0
104,0,97.30704419721026,3,27,4,3,0,0,0,0
259,0,89.107924554965,9,5,3,3,0,0,0,0
15,0,87.69374862844468,3,9,4,4,1,3,0,0
205,0,90.95,7,4,4,8,2,0,0,0
92,0,105.3,5,13,4,2,0,0,1,0
102,0,110.71412203030293,10,26,4,5,2,0,0,0
8,0,161.633654448468,6,3,4,1,1,0,0,0
83,0,126.9,5,20,4,1,1,0,0,0
11,0,136.02172781226335,4,5,4,1,0,0,0,0
103,1,137.13475198112033,9,18,4,1,1,0,0,0
263,0,70.80442996323785,12,26,4,5,2,1,0,0
38,0,125.5616458867181,10,3,4,1,2,0,0,0
7,0,92.42046363085002,2,23,4,2,0,0,0,0
279,0,107.85998174386107,8,12,3,2,0,0,0,0
281,0,110.82295481863791,9,21,4,1,1,0,1,0
148,0,72.46393979960372,7,10,4,4,1,0,0,0
17,0,98.8954472554556,5,12,4,0,1,3,0,0
193,1,110.82866258606295,7,24,3,4,1,0,0,0
69,0,127.66635565320502,4,21,4,2,0,0,3,0
75,0,79.24669861888563,10,27,4,0,2,3,0,0
99,0,92.50381948861333,3,17,3,1,1,0,2,0
153,1,114.90743847291759,8,19,4,3,1,0,0,0
197,1,112.10913830594087,8,19,3,3,0,0,0,0
133,0,117.45497774052073,6,27,4,2,2,0,3,0
174,0,70.0,10,10,3,1,1,0,0,0
56,0,118.8,4,22,4,2,0,0,3,0
18,0,126.68756960956166,9,15,4,2,0,3,0,0
64,1,86.4,11,18,4,2,0,0,0,0
39,0,117.9,7,2,4,1,2,0,0,0
16,0,166.10892473383254,8,7,3,2,0,0,3,0
88,1,68.48676469038698,7,18,4,2,1,0,0,0
117,0,82.4429276816095,4,26,4,3,0,3,0,0
125,0,137.66166618345494,12,25,4,2,0,0,3,0
73,0,204.76592424263367,7,7,4,0,1,0,5,0
60,0,125.86959443174231,10,18,4,2,0,0,3,0
158,1,114.3,7,7,4,1,0,0,0,0
32,0,167.62476093536648,7,15,4,1,0,0,2,0
119,0,122.43934312885442,6,15,4,3,0,0,1,0
440,0,66.40220793367283,5,23,3,1,0,0,0,0
71,0,127.12565175452796,6,8,4,1,0,0,0,0
384,1,90.0,10,21,3,0,1,1,0,0
60,0,87.3,3,10,4,3,0,0,3,0
15,0,117.10471620150655,4,12,4,2,0,3,0,0
66,0,134.60772777368638,9,19,4,2,0,0,0,0
15,0,128.92223601066866,4,28,4,6,2,0,3,0
209,0,111.51272001498305,8,29,4,3,0,0,0,0
31,0,149.4,8,25,4,1,0,0,3,0
112,0,106.05054445165365,5,3,4,3,0,0,0,0
118,0,159.1919271874176,6,2,4,3,0,0,3,0
143,0,105.33200764257538,7,2,4,4,1,0,0,0
38,0,118.2858119861102,5,20,4,1,0,0,1,0
117,0,159.6820344080601,5,1,4,3,0,0,3,0
148,2,77.89518732133817,9,8,4,2,0,1,0,0
165,0,99.45,7,5,4,2,2,0,0,0
17,0,97.0,3,13,4,1,0,3,0,0
99,0,94.5,7,25,4,2,0,3,0,0
166,0,119.51924131105073,9,3,4,4,1,0,0,0
12,0,100.07627757964417,7,30,4,2,1,1,0,0
3,0,94.76927382089835,11,21,4,0,0,3,0,0
189,0,100.18026080578855,5,6,4,2,2,0,0,0
247,1,87.61649625325262,8,26,4,1,0,0,0,0
44,0,74.8,11,24,4,4,1,3,0,0
67,0,89.25,5,11,4,2,1,2,0,0
252,1,95.62087814553787,9,15,4,1,0,2,0,0
254,0,95.28556992780408,8,5,4,2,0,0,0,0
192,0,110.24987939019923,6,24,3,2,0,0,0,0
47,1,207.9,9,14,4,3,0,0,5,0
31,0,96.11906206079904,7,6,4,2,2,0,0,0
42,0,151.13579714063127,7,9,4,1,0,0,1,0
72,0,111.08028166631097,10,22,3,1,1,0,3,0
3,1,160.5150841384463,9,15,4,1,0,0,4,0
95,0,138.10124853887115,8,27,3,1,1,0,3,0
195,0,85.66476296687182,7,19,4,2,0,0,0,0
92,1,76.80620809034384,7,4,4,1,1,0,0,0
152,0,85.12416011648429,6,29,4,2,1,0,0,0
241,0,82.72976836348361,11,29,4,2,0,3,0,0
68,0,185.72058043474067,4,23,4,1,0,0,5,0
172,0,105.3,8,12,4,1,1,0,0,0
55,0,79.05184402656786,8,5,2,1,0,0,0,0
198,1,151.64499799940307,9,20,4,3,1,0,0,0
182,0,92.49396205836342,8,1,4,3,0,0,0,0
65,0,87.95035055235101,3,2,4,1,1,0,0,0
231,0,90.93977478306536,8,27,4,2,1,0,0,0
59,0,118.8,4,22,4,2,0,0,3,0
170,1,126.640224263142,7,15,4,5,2,0,1,0
45,0,105.68128114182663,4,26,4,3,0,0,0,0
1,0,97.26482060047499,8,10,4,0,1,0,0,0
148,0,80.34818870041505,7,27,4,2,2,0,0,0
144,1,129.3097126177508,8,21,4,3,0,0,0,0
99,0,92.58172718631305,4,25,4,1,1,1,0,0
127,0,79.2,11,12,4,1,2,3,0,0
56,0,89.5745833472546,11,25,4,2,0,2,0,0
142,0,86.69434324170656,10,18,3,0,0,0,0,0
144,0,128.94129702057705,8,10,4,3,0,0,0,0
39,0,76.24431155646242,2,3,4,2,0,0,0,0
155,0,142.96827331638053,9,18,4,1,1,0,3,0
23,0,103.51082164324156,9,4,4,1,0,0,0,0
37,0,112.63575536204968,6,27,4,2,1,0,0,0
323,0,0.3836818087602567,8,17,4,2,0,1,0,0
159,0,117.66433856335331,8,5,4,1,0,0,0,0
123,1,138.1657455250414,7,16,4,1,1,0,3,0
180,0,96.3,7,23,4,0,1,0,0,0
34,0,124.77853310290101,8,10,4,2,0,1,0,0
104,0,106.85629498892482,8,16,4,1,1,1,0,0
44,0,90.20161500542494,11,19,4,1,1,0,0,0
219,0,107.29948248602875,8,3,3,1,0,0,0,0
166,1,121.03167148799305,8,2,4,3,0,0,0,0
115,0,145.58469031626498,8,5,4,4,1,0,3,0
59,0,74.8,11,15,4,4,0,3,0,0
209,0,85.68887213230649,10,7,4,2,1,0,0,0
0,0,206.0,6,20,4,2,0,0,5,0
25,0,106.4003843117041,8,9,4,1,0,2,0,0
217,1,123.06189097858213,9,15,4,2,1,0,2,0
28,0,97.79303914994664,4,12,4,2,0,2,0,0
163,0,99.74027471498789,6,5,3,2,2,0,0,0
75,0,88.0,11,25,4,1,0,3,0,0
177,1,122.50505317845324,8,24,4,2,1,0,0,0
10,1,126.33705492830317,2,9,4,3,0,0,0,0
218,0,170.24007638557782,8,21,3,1,1,0,2,0
23,0,127.99569782354126,5,21,4,3,0,0,0,0
181,2,96.3,7,28,4,1,0,0,0,0
155,0,130.64936505763626,7,15,4,2,0,0,0,0
56,0,158.4439698710003,5,3,4,1,0,0,0,0
182,0,120.0,10,12,3,1,0,0,0,0
50,0,120.9053213248142,9,3,4,2,0,0,1,0
193,0,94.19169989445972,8,2,4,1,0,3,0,0
35,0,124.56484028697469,7,25,4,0,0,3,0,0
157,1,116.35182641432922,9,6,4,1,2,0,0,0
165,0,99.47103063691,7,5,3,2,2,0,0,0
78,0,131.4,7,3,4,1,0,0,3,0
43,0,139.5,10,6,4,2,1,0,3,0
101,0,80.0,4,4,3,2,1,0,0,0
82,0,118.9630463568494,9,3,4,1,0,0,0,0
76,1,72.87377149883328,11,16,4,3,1,0,0,0
167,0,94.95696423917045,7,28,4,2,0,2,0,0
179,1,112.93126597247033,7,28,4,2,0,0,0,0
12,0,86.07422856248256,7,17,3,0,0,0,0,0
46,0,76.94455238880518,3,15,4,2,0,0,0,0
107,0,142.65666684052155,6,10,3,3,0,0,0,0
86,0,100.0,9,9,2,1,0,0,0,0
26,0,186.74813716650922,8,2,4,3,1,0,3,0
167,2,120.09943966993453,8,2,4,3,0,0,1,0
182,1,95.11093860334023,9,1,4,2,0,0,0,0
132,0,94.5,8,17,4,1,0,2,0,0
155,0,150.81317354729697,9,6,4,3,0,0,2,0
57,1,156.98464399387697,6,2,4,1,0,1,3,0
66,0,88.0008934003334,8,18,4,1,1,0,0,0
230,0,90.91330398148563,8,24,4,3,0,0,0,0
111,0,76.5,7,11,4,1,2,0,0,0
76,0,119.90326976460385,6,11,3,1,1,0,0,0
219,1,149.53809085329166,9,14,4,1,0,0,0,0
32,1,129.88620503432153,8,25,4,2,0,0,0,0
170,0,167.91255309855066,9,6,4,2,1,0,4,0
177,0,83.70063950367185,8,22,4,4,1,3,0,0
188,1,114.06664089303905,9,2,4,2,0,1,0,0
15,0,109.33,3,2,4,3,0,0,3,0
49,0,65.64489812205069,5,27,2,4,0,0,0,0
33,0,97.38976361823326,4,17,4,2,2,0,0,0
246,0,70.5244522822794,10,27,4,2,1,0,0,0
26,0,221.37044855462358,5,19,4,3,0,0,5,0
130,0,159.3,6,6,4,2,0,0,1,0
136,0,100.5105665494059,6,21,4,5,0,0,0,0
116,0,119.22188335385003,7,15,4,6,2,0,1,0
29,0,98.18191719727662,3,10,4,2,0,0,0,0
100,0,131.51638151720235,6,27,4,1,1,0,1,0
121,0,141.78450576514246,6,29,4,2,1,0,3,0
222,0,96.3,8,11,4,2,0,0,0,0
128,0,135.1599524767235,9,10,4,4,0,0,2,0
215,0,158.95,8,8,4,3,2,0,5,0
22,0,136.14605153698545,3,26,4,2,2,0,0,0
37,0,109.02090767468223,5,22,4,3,1,0,3,0
23,0,98.54192641574244,4,9,4,2,1,2,0,0
105,0,56.73537494077544,11,14,3,2,1,0,0,0
75,0,135.2438183009222,9,18,4,0,0,0,0,0
8,0,89.0,4,7,4,0,0,3,0,0
124,0,72.25,11,17,3,2,0,0,0,0
10,0,83.20374505013747,2,13,4,1,1,0,0,0
92,2,78.46042984929926,10,12,4,1,2,2,0,0
212,1,127.9297268954963,8,26,3,2,1,0,4,0
255,0,85.48959843544462,10,10,4,4,0,2,0,0
149,1,85.5,6,27,4,0,1,3,0,0
7,1,150.8140475772841,8,23,4,1,0,0,3,0
44,0,95.7899739267971,11,1,4,7,1,0,0,0
69,0,105.3,4,24,4,2,0,0,0,0
281,0,110.76974959509454,9,21,3,1,1,0,1,0
302,1,90.03792588027754,11,28,4,3,0,0,0,0
181,0,250.0,10,11,3,1,0,0,2,0
189,2,174.61887469541543,7,17,4,1,1,0,5,0
159,0,130.05,8,1,4,4,0,0,2,0
85,0,102.72053608825232,4,28,4,3,0,3,0,0
92,1,90.29991758998561,10,30,4,2,1,0,0,0
214,1,91.36822944411244,7,11,4,3,0,0,0,0
18,0,134.36830980798587,4,13,4,1,0,0,0,0
193,0,95.3747533122075,8,25,4,2,2,0,0,0
9,0,107.03128659061487,9,1,4,1,1,0,2,0
25,0,79.79300888790863,11,20,4,3,1,0,0,0
107,1,76.5,7,20,4,1,0,0,0,0
1,0,80.6744382859174,2,26,4,1,0,3,0,0
99,0,76.10352861493163,8,20,4,4,2,0,0,0
58,0,77.63248138341189,3,29,4,3,0,3,0,0
152,0,96.2098125516947,8,24,4,2,2,0,0,0
105,0,118.58272996268789,4,20,4,2,1,0,0,0
216,0,94.07980246190921,7,10,4,2,0,0,0,0
418,0,74.72814838874498,9,25,3,2,0,0,0,0
45,0,88.52609818432529,11,19,4,0,1,0,0,0
235,0,138.7130259141671,10,29,4,2,0,0,3,0
145,1,114.3,6,6,4,1,0,0,1,0
20,0,93.33211555340075,2,9,4,3,0,0,0,0
194,0,101.70433890706204,9,12,4,3,1,0,0,0
122,0,162.0,9,20,4,5,1,0,3,0
44,0,94.68627502839253,11,19,4,1,0,0,0,0
3,1,142.97976634605558,5,19,4,2,1,0,2,0
2,0,141.0,5,21,4,1,1,0,0,0
114,0,120.40929870705425,8,4,4,1,1,0,0,0
108,1,76.5,7,16,4,1,0,0,0,0
32,1,147.9964788347904,10,18,4,5,1,0,4,0
342,0,88.91359954323829,10,13,3,2,0,0,1,0
101,0,96.33307722062682,4,8,4,1,0,0,0,0
36,0,127.8783674724021,4,28,4,2,1,0,0,0
16,0,130.7970753496344,3,5,4,3,1,0,3,0
156,2,217.6,8,19,4,3,2,1,5,0
62,0,80.36905055489056,3,4,4,2,1,0,0,0
164,1,142.42949950800957,7,18,4,1,1,0,2,0
106,0,118.66045443788866,8,5,4,3,0,2,0,0
90,0,99.67590296368384,3,24,4,3,2,0,0,0
148,0,91.26494798148215,7,25,4,3,1,1,0,0
5,0,134.87249516014705,9,5,4,1,0,2,0,0
162,0,167.57606220878762,7,4,4,0,1,0,4,0
101,0,68.14526718107689,6,8,3,2,1,0,0,0
101,0,74.97665916776742,3,15,4,3,0,0,0,0
123,0,96.79363849298916,4,29,4,1,0,0,0,0
0,0,220.3123577401592,6,17,4,0,0,0,1,0
60,0,138.4105945540598,6,15,4,1,0,0,3,0
174,0,117.41313131159691,7,3,4,0,2,0,1,0
153,0,90.94387084217465,6,27,4,3,0,0,0,0
377,0,90.0,10,14,4,1,0,1,0,0
67,0,127.39131306596022,5,30,4,0,1,0,1,0
8,0,94.2034611209672,3,5,3,1,0,0,0,0
10,1,158.53130474227484,6,22,4,0,1,0,1,0
213,0,100.43051150119406,8,18,4,5,1,0,2,0
38,1,114.73026993520105,3,19,4,0,2,0,3,0
174,0,70.0,10,10,3,1,1,0,0,0
268,0,78.0,4,8,3,3,2,0,0,0
164,0,100.0,10,2,3,2,0,0,0,0
145,1,105.33736698710997,4,23,4,1,2,0,0,0
108,0,159.86980385466327,9,2,4,2,2,0,5,0
42,0,167.1246255520915,7,15,4,1,0,0,2,0
50,0,77.38653933723691,2,27,4,0,0,1,0,0
46,0,74.8,11,20,4,4,2,3,0,0
34,0,125.4666542023168,6,2,4,1,1,0,1,0
58,0,87.47545734852285,3,26,4,3,1,0,0,0
162,1,126.9,9,12,4,2,1,0,0,0
68,0,167.3307171222989,9,13,4,2,0,0,3,0
180,1,108.46905052163324,8,2,4,3,1,0,0,0
132,0,132.66862617574344,7,23,4,4,0,0,1,0
305,2,79.20175710728749,11,27,4,3,0,3,0,0
46,0,149.67373972903692,7,1,4,1,0,0,3,0
143,0,118.14579194766151,6,27,4,0,2,0,0,0
235,0,81.09685445415114,8,12,4,4,0,2,0,0
19,0,141.1367061619803,9,21,4,2,0,2,0,0
137,1,91.55015500942466,4,20,4,4,0,0,0,0
103,0,150.3,8,24,4,4,0,0,3,0
7,0,313.8377966793062,7,13,4,1,0,0,5,0
33,1,109.0,10,28,4,2,1,3,0,0
34,0,95.86871131340843,10,3,4,1,1,1,0,0
150,0,101.95209928217601,6,8,4,4,2,0,0,0
80,0,207.9,8,17,4,1,0,0,5,0
43,0,149.57035139434936,8,25,4,1,1,0,3,0
134,0,90.65834225679832,6,29,4,3,0,0,0,0
116,0,101.06715754613164,4,28,4,2,0,0,3,0
53,0,148.75212070689784,7,8,4,2,1,0,3,0
243,1,88.83053406819079,9,28,4,1,0,3,0,0
304,0,78.08675347615693,8,20,3,3,1,0,0,0
170,1,107.37070405757129,7,16,4,3,0,0,0,0
118,0,97.65706673222805,5,15,4,2,2,0,1,0
153,1,114.29200209310089,6,2,4,1,1,0,0,0
18,0,88.76220102722363,10,14,3,1,2,1,0,0
96,0,94.29801856654564,6,10,3,1,2,0,0,0
6,0,138.00849601573873,9,3,4,3,1,1,0,0
148,1,80.14342195127297,10,8,3,2,0,2,0,0
49,0,126.48706925027132,7,19,4,1,0,1,0,0
54,0,78.98339854778595,6,6,2,1,0,0,0,0
46,0,49.80880522305511,2,12,4,1,0,3,0,0
37,0,134.01913705386065,7,2,4,2,1,0,1,0
177,0,104.99172864151548,7,30,4,1,0,0,0,0
45,0,97.31067356168309,11,1,4,8,2,0,0,0
75,0,207.9,8,4,4,0,1,0,5,0
29,0,68.89978658338487,2,11,4,2,1,0,0,0
168,0,90.49491131003391,7,6,4,3,1,0,0,0
152,0,93.22520663448962,9,21,4,3,2,3,0,0
177,1,162.9,10,28,4,2,2,0,5,0
259,0,89.59589015225704,7,5,4,3,0,0,0,0
55,0,99.37979705760921,9,8,2,1,0,0,0,0
34,0,115.61202338910876,5,16,4,0,0,3,0,0
133,0,90.1830309845089,7,7,4,3,0,0,1,0
274,0,95.39973642541932,10,15,4,1,2,0,0,0
269,0,97.52257200941538,9,30,4,2,1,0,0,0
57,0,88.43590655723258,11,26,4,2,1,2,0,0
17,0,114.26882453648537,6,11,4,0,1,0,0,0
211,0,121.3387189621502,9,20,4,2,2,0,2,0
19,1,150.81036109258366,9,17,4,3,1,0,4,0
265,0,100.58003086903683,9,8,4,2,1,0,0,0
81,1,72.66860222713747,10,2,4,2,1,0,0,0
77,0,93.55881242186763,5,23,4,3,1,2,0,0
12,0,154.0,9,6,4,1,0,0,3,0
70,0,128.53663443300766,4,22,4,2,0,0,3,0
192,0,116.22267542981477,7,4,3,2,1,0,0,0
94,0,143.34842367250945,6,20,4,3,0,0,3,0
230,1,115.25558396209956,6,7,4,4,0,0,3,0
52,0,106.86413784160548,9,15,4,1,1,3,0,0
84,1,89.07055976240582,10,29,4,3,2,0,0,0
181,0,120.0,10,11,3,1,0,0,0,0
16,0,79.0,2,12,4,2,0,3,0,0
303,0,78.0,8,19,3,3,2,0,0,0
24,0,90.27548407022132,11,19,4,2,0,3,0,0
2,0,79.58335190184405,2,7,4,0,1,3,0,0
157,0,112.84604851662844,7,14,3,1,1,0,0,0
169,0,106.55592084674008,4,21,3,2,2,1,0,0
35,0,89.09000681229455,5,20,3,1,0,2,0,0
109,0,158.7735477717335,8,10,4,2,2,0,3,0
200,0,140.91161694306948,9,6,4,2,0,0,3,0
134,0,99.92447888530499,7,23,4,2,1,0,0,0
151,0,90.2800532343598,7,17,4,4,2,3,0,0
195,1,121.5,8,16,4,2,0,0,0,0
4,0,109.2306500300933,7,1,4,1,0,2,0,0
252,0,109.56598853351684,10,15,4,1,1,0,0,0
46,0,95.60182361430131,10,23,4,1,1,0,0,0
169,0,91.64757425267071,9,24,3,3,0,0,0,0
107,0,55.44132406693695,11,17,4,2,1,0,0,0
84,0,76.5,7,6,4,3,0,0,0,0
116,0,150.41879631559001,6,17,4,2,0,0,3,0
29,0,131.22851814780336,5,27,4,3,1,0,0,0
71,0,110.93584594897831,10,22,3,1,1,0,3,0
69,0,149.19129670103538,7,6,4,3,0,0,3,0
166,0,96.3,7,27,4,1,1,0,0,0
72,0,115.48532121243423,7,15,2,2,0,3,0,0
156,0,106.25263975752232,7,27,4,1,0,0,0,0
94,0,95.60431129884495,5,9,3,1,1,0,0,0
60,0,140.4,5,27,4,1,0,0,3,0
83,0,72.4674404358813,3,2,4,2,1,3,0,0
125,0,71.98615318158673,6,20,4,1,0,0,1,0
158,1,163.33632699404637,8,4,4,2,1,0,1,0
65,0,166.4565160053669,9,4,4,2,1,0,1,0
9,0,169.20212600528595,10,6,2,1,0,0,4,0
40,0,126.9,5,18,4,1,1,0,0,0
80,0,76.23382725270538,6,26,3,2,1,0,0,0
173,0,65.09140239005549,7,16,4,2,1,3,0,0
105,0,75.08744580579354,9,11,4,2,0,0,0,0
284,0,100.0097883496726,10,2,3,2,1,0,0,0
62,0,110.26297325008512,8,30,4,4,0,0,3,0
175,0,77.28663883182003,8,4,3,1,0,0,0,0
34,0,67.5,2,9,4,4,0,3,0,0
48,1,74.19665304659094,11,11,4,2,0,3,0,0
93,0,115.32591062729325,9,14,3,1,1,0,0,0
228,0,231.24921749123706,10,29,4,1,0,0,4,0
164,1,118.46633654773213,9,19,4,2,0,0,0,0
19,0,138.79834478873312,5,11,4,3,1,2,0,0
151,0,120.58889622001637,7,5,4,4,1,0,3,0
159,0,143.23722818380278,9,19,4,2,1,0,0,0
11,0,234.76537115129312,9,6,4,3,1,0,5,0
22,0,148.95102033161754,5,9,4,2,0,0,3,0
